Time_s,GPS_X,GPS_Y,GPS_Z
0,-0.785120482919207,-0.172307456913718,0.838082371283462
0.1,-2.60405695668611,-0.154869563199242,0.570658896424155
0.2,-1.6291806848984,-0.26127401982846,4.22387463638652
0.3,-0.821007835502726,1.51581528712225,3.94209042264888
0.4,1.57813098879994,2.50512953380275,3.59297436676552
0.5,1.08195291912502,-1.48154143512956,6.64585369473905
0.6,1.94681860007128,0.617950787805215,4.48190774967669
0.7,2.32131310672835,-2.93825997043958,9.08171420549066
0.8,1.28023138925495,-2.22679931503334,6.64807804863452
0.9,-0.3764934067072,0.635004757834571,10.6941565861019
1,-0.979211328641004,-1.20951045482432,9.50198925444771
1.1,1.31709134461304,-0.39632549606164,10.2468481785131
1.2,3.15782496695346,-1.81830563058406,13.8835189409564
1.3,-4.32825350193047,0.242144868688373,9.13846174196217
1.4,2.46501113061121,-4.13442442250064,13.6041086501153
1.5,-3.1928494502818,0.0436865669135921,12.7957441351993
1.6,-3.33448713459193,-3.13608094818549,12.6411714995543
1.7,2.57319062613251,-2.52967217346594,13.4561068538842
1.8,0.127035948066777,0.0463364032890239,15.2197389431612
1.9,-3.46698220469274,-3.70434301599978,16.2253463146915
2,-3.28186448483964,0.993830664418622,20.2830406999401
2.1,-1.21374531327613,0.767617473940696,16.6238238849476
2.2,-3.03395530533914,-1.98528521290245,21.3841459811675
2.3,1.04969362479845,-1.82782312995425,22.2618731304223
2.4,1.84478999011304,0.317610930434649,21.3526627065168
2.5,3.37389536785945,-1.0838684222805,22.6844509541078
2.6,-0.124970758191704,4.32599219058757,21.537404212585
2.7,0.570172912855295,-2.60099413797085,22.7243008787978
2.8,-2.92317263826547,-0.677925471570109,23.9439143837877
2.9,0.0976389918546237,-3.56928195997396,24.9324601103471
3,0.538928442801532,-1.9293651231278,26.7542957585401
3.1,-2.51065125867001,-2.57766965253433,24.658744290394
3.2,-3.31469037718913,2.54393959901354,25.736916083885
3.3,-2.05139414306802,-0.424339791219361,31.6684375444273
3.4,-2.57438541144578,0.78764076507553,31.7143848190209
3.5,0.108467109888018,-3.97058245874366,31.3629148456035
3.6,-0.650233514367648,-1.24145315435519,30.7851524871629
3.7,-3.39495351209433,0.0154723672686643,28.6178919433271
3.8,-4.95274261228329,2.07753943117651,32.3946162407484
3.9,0.734005145104192,-0.452381482059202,38.9361183405398
4,-1.84467605162452,-1.9754134260858,41.1268998153626
4.1,-1.79658106769831,0.709212908995296,38.4062964572668
4.2,-1.64309961225327,-3.36706268656119,38.986896839957
4.3,-0.493439808437001,-3.53878933179961,39.3705567627395
4.4,-1.37514187165141,-2.16958090946602,36.9003862071039
4.5,-3.36898986841268,-0.363842643711026,37.8101212106076
4.6,-1.96579946177821,0.912445947476255,43.7538083739974
4.7,-2.55272809974794,-2.14089553217538,43.7329417047863
4.8,-0.709006275229804,-0.992957244165252,42.7292956063193
4.9,-5.43553441560484,-3.62564006725017,46.7490615317343
5,-3.73573921910909,-0.297025106257488,48.0895353149833
5.1,-4.90922850775382,-5.13324919227956,46.2784158357621
5.2,-3.13426634553367,-3.99113758885221,49.704846356642
5.3,-7.31846799384871,-0.787725044143771,49.4683083537886
5.4,-4.17892508136909,-2.52640911176918,51.1476909364485
5.5,-4.50173994502445,-2.39842767125737,58.7510039685534
5.6,-5.87827041794224,-0.407176317298975,54.8626463771083
5.7,-3.49178645409185,-4.32854844194957,57.33201576862
5.8,-6.91966266083442,-3.85018645283154,55.7374807676252
5.9,-3.44291337944942,-1.27923234199844,55.3508819466934
6,-2.80560034851469,-4.22582913527668,56.3280390393515
6.1,-2.17763976680543,-0.229476078892418,62.0220748627751
6.2,-4.95556653182449,-0.308279633575011,58.6619955676052
6.3,-1.32363804612026,-2.14450615176267,60.577045546633
6.4,-1.57829221798375,-1.8622267612129,61.5968155622416
6.5,-1.90073988372512,0.0644405983307124,60.9308548186577
6.6,-1.51205137800912,1.73462894902693,61.7294382537771
6.7,-4.59789610122058,-1.31337969808793,61.4713842830283
6.8,-5.72560616250639,-5.81395666908852,63.2917707782728
6.9,-2.72396089771514,-4.36682943968175,65.7616080820049
7,-6.70036180318534,-3.33130538677562,64.1878733507377
7.1,-4.7268544536568,-2.65402181866478,63.5860416585705
7.2,-4.37135388385717,-3.88187113090359,67.611073153662
7.3,-6.93651571302369,-2.97541502532837,65.1465492314477
7.4,-5.95500868526648,-1.88476597616457,70.3430410648558
7.5,-5.1442442516547,-4.0860036168449,69.7450760550857
7.6,-1.30073828917941,-1.16458835486715,70.8632466147554
7.7,-5.51956266003054,0.464197070028913,72.2559921863532
7.8,-1.27438286395812,-3.08195739418278,72.5248275310006
7.9,-7.09510964481517,-1.28180375434544,71.4898907306406
8,-6.3326711167575,-4.91396705431197,72.7597565252612
8.1,-5.8717812462779,-5.45266722235793,76.2182385058253
8.2,-7.82012916864975,-2.22437257797264,75.1351829754536
8.3,-6.91918300706426,-2.64969775768395,77.5417660190087
8.4,-6.06494774663354,-2.29615538149637,76.2297102178563
8.5,-6.75873847997406,-4.32470457654125,77.5406564270198
8.6,-6.10196034943303,-3.38956596269635,76.8600559305697
8.7,-4.71525064762769,-3.24733214046512,79.8822403517053
8.8,-4.45995626757894,-0.486820488972282,79.6483893025679
8.9,-5.39876023090407,-0.388237658956275,78.8956578056372
9,-3.23144582542025,-3.98533357191383,78.3227479467848
9.1,-2.15669653488282,-2.58615652087055,81.0262789873172
9.2,-1.10156670729767,-1.108902141864,79.8551873295064
9.3,-5.01118982492154,-0.499008059137215,79.7350429850297
9.4,-7.67135878747156,-6.33954209955662,84.6738894791527
9.5,-4.19089849342352,-4.163535776654,86.2413481997675
9.6,-6.64593857481516,-3.88739744851603,81.7331783840529
9.7,-4.99425726387265,-1.46755678214735,81.8839209767599
9.8,-4.27546759147636,-3.03411981604943,82.3833867718899
9.9,-2.91311921243868,-2.39853114894194,83.6353502809724
10,-6.57072429180381,-2.98687837810507,81.102309757735
10.1,-6.74973112683042,-5.20245989614218,82.9132115477041
10.2,-5.92180104850801,-0.927811428184934,87.5087824681623
10.3,-5.11276421592665,-6.12432151196884,83.0315153898549
10.4,-6.87722599317128,-4.20644049386472,88.570797177358
10.5,-1.02174093170472,-1.57668069464677,87.405510719601
10.6,-1.90030330880732,-4.43382757415989,86.266132364318
10.7,-6.0345035408826,-2.83605218112287,85.9133342955307
10.8,-2.76554146015514,0.230287624874753,92.2147651021569
10.9,-4.29633612778534,-1.88022017006513,87.8178257058929
11,-4.43023684307943,-1.36928283254392,86.4657858520047
11.1,-1.03875333353619,-6.99572789331657,88.4847387383911
11.2,-1.08796157038233,-3.06539285908752,83.1348178309558
11.3,2.31110748015876,-1.96133527688328,88.7056272536561
11.4,-5.18233516187076,-1.24493415248198,87.1945427601082
11.5,-0.79081314600509,-5.05323559272653,88.186802474532
11.6,-1.19903122538122,-5.15553213020322,90.0647820037658
11.7,-2.06956546145433,-3.14585399432863,88.1730680471273
11.8,0.0697952684619876,-2.84953037186461,88.1535716729046
11.9,1.42975756887347,-2.87383220515801,90.5607654137724
12,1.37015669501541,0.121939136295815,89.738311641413
12.1,-2.74571741472491,-3.07500039964554,88.7158406651254
12.2,5.42840218929596,-1.65018506152005,90.1777131207712
12.3,5.22434002471431,-6.9269878102594,91.4385818987319
12.4,2.56003178165977,-5.25448016985044,90.9888067777332
12.5,2.39154653354638,-5.84602023757282,89.6993553588274
12.6,2.42291039271608,-5.32897124927136,90.0359503087109
12.7,3.83323482152986,-3.89851729933198,90.9724884364193
12.8,1.61364178272426,-4.72349030513393,89.1835977948021
12.9,3.74423634816405,-4.39250289201789,88.8370548463236
13,5.69126938621484,-5.6845806839818,88.7764556290719
13.1,5.13272460065768,-1.57096347660166,87.7497436378601
13.2,9.01541731610252,-3.48530628224614,87.2731427566468
13.3,10.1163917220462,-4.31695698944194,91.0415869309047
13.4,7.38175309936959,-3.76451304066332,87.0898818862938
13.5,8.99856563557609,-0.877277908385945,86.8076074464151
13.6,10.7023655119036,-4.9164333228814,92.3792423422405
13.7,11.217274861769,-0.624417679246615,88.2465609655277
13.8,11.2358201706676,-2.14933003838974,90.9560138045369
13.9,6.08748170021616,-3.82413232939399,93.2561959272691
14,14.3252774731042,-0.111323552318193,89.8458292344624
14.1,9.67098834253773,-4.63565183156375,91.5029968425664
14.2,12.9614918077702,-3.90816219059806,89.24006917322
14.3,12.680631954584,-8.7337017634969,87.5513348159198
14.4,12.4241954060819,-2.72947947996775,90.9627904001787
14.5,14.2803425483942,-3.9009385950821,89.7869885145845
14.6,15.8811599464432,-4.64925223541468,93.0165443816586
14.7,14.4931645493813,-1.74196090111292,88.2110423687427
14.8,16.52173166707,-5.80498334347937,86.6584715481676
14.9,14.8002781636488,-4.22696309519129,90.5129726784161
15,18.1568209311405,-2.13667778673501,87.6212258486721
15.1,19.2768960495364,-2.24140577481843,89.5354965056999
15.2,24.1139281532662,-5.29211772901804,90.8794315063524
15.3,20.4459560418648,-2.51753940940371,93.0981188337889
15.4,22.6900461338443,-3.16703270812648,89.5096350506858
15.5,19.8145093806663,-4.98158800214462,92.2274557222852
15.6,22.6489233390076,-3.00471023296098,91.7323990843046
15.7,25.4133982574779,-1.22267668934255,94.5544130074141
15.8,22.575888438885,-4.06448704025333,86.6335514648329
15.9,25.500068834222,-3.2555764215624,87.4731401814332
16,27.8054601356451,-1.87388188922724,91.4991966873954
16.1,26.7143411814192,-0.531253061780599,91.0729050260477
16.2,29.2609610318317,-4.52981552676811,90.535494575655
16.3,28.5221936662764,-3.41076539137112,89.9016299937448
16.4,29.0909355555954,-3.6973580615596,94.5262126644403
16.5,28.3261588712681,-5.07704848543175,85.1411495909755
16.6,31.1216296470309,-5.94804945094092,90.9133515303457
16.7,32.6197515036702,-4.56363793855685,89.8216872416683
16.8,31.3602833042659,-5.7137664783591,90.5914746297047
16.9,34.1837667155306,-4.31007318135407,91.0830248629309
17,37.4361457811394,-9.45822767419783,91.5192730569248
17.1,32.9718626513465,-4.66787463479199,91.9460334309659
17.2,35.8312351396055,-5.63690414532985,93.8440789340592
17.3,37.8891336270641,-4.72602628781121,92.5770123202874
17.4,38.7025766750728,-2.21624429662721,90.4225973929116
17.5,37.5273472354809,-6.23258775980439,92.9652454524662
17.6,38.7395604997515,-3.75096336418871,91.0022883844257
17.7,41.7029539939174,-4.19212270623991,92.9613527270901
17.8,39.4988431986589,-2.50051495318645,92.5546267661654
17.9,41.2996746859184,-2.49573685589271,89.4558823183164
18,44.0994426228235,-2.78673565862771,91.1146934518419
18.1,41.2450583724235,-4.32824652430735,89.3260610763191
18.2,45.3079405494197,-3.95788954767716,89.1705010761943
18.3,45.5392773948639,-5.15388457118248,93.0156781735939
18.4,44.8050311197986,-5.67178378312464,88.6018379170099
18.5,43.8629290651632,-4.78307753481307,84.9464781327483
18.6,45.0342503614465,-5.18678572657264,89.5383120260269
18.7,45.4851164824058,-1.09927631761274,93.3949014414281
18.8,43.9010990834705,0.555448465459041,89.0380520797181
18.9,48.8098538929599,-6.60595448849166,85.3041022630223
19,48.9111670439878,-7.56213050457512,87.3177492979409
19.1,53.4241111466615,-5.42698908230386,88.0283012909835
19.2,50.6132168943706,-7.48018253248497,90.9427671315147
19.3,50.0719102494701,-5.07199074798396,90.8490453550179
19.4,53.1395525067963,-3.97655774060184,87.0878233541315
19.5,51.3924565275375,-5.34829870767426,86.8221864720825
19.6,51.0670637519077,-8.69828294088625,89.1230967798007
19.7,52.7670849155611,-7.28668015755729,87.1887874778574
19.8,50.9347977968999,-3.93907497590075,91.4095792518071
19.9,53.2832816398778,-5.09949534464419,89.5747964003547
20,55.0207660076221,-6.51489551475181,89.2126572222862
20.1,52.1030661406375,-1.45095654816673,92.6936323310653
20.2,55.355107005023,-4.6764395399843,90.6113286414337
20.3,54.7528975963154,-4.65462134179056,87.9904711049754
20.4,55.8406186981914,-5.18309178027289,92.1848797451334
20.5,55.7025090207605,-7.8600508939021,87.9593509131014
20.6,55.5550920463088,-3.98886404749619,92.2928898954582
20.7,54.5808721042811,-6.98492612814108,90.1599725385576
20.8,49.4380274802922,-4.6761598909722,92.7342835787795
20.9,58.6892462281109,-4.33229628903864,91.2519727094358
